Title,Comapny,Date,Link,Industry,Occupation,Type
Food Service Supervisor,BUTTER CHICKEN ROTI,11/17/2020,https://ca.linkedin.com/jobs/view/food-service-supervisor-at-butter-chicken-roti-2313891613?refId=f639ea93-0096-4017-8000-d97aeeeaf32d&position=18&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Food Service Supervisor,MR. GREEK EXPRESS,10/31/2020,https://ca.linkedin.com/jobs/view/food-service-supervisor-at-mr-greek-express-2322071746?refId=f639ea93-0096-4017-8000-d97aeeeaf32d&position=19&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Premier chef bilingue – Gestion analytique des données, Applications d’entreprise, Gouvernance & Ing",Cbc/Radio-Canada,11/18/2020,https://ca.linkedin.com/jobs/view/premier-chef-bilingue-%E2%80%93-gestion-analytique-des-donn%C3%A9es-applications-d%E2%80%99entreprise-gouvernance-ing-at-cbc-radio-canada-2313767702?refId=f639ea93-0096-4017-8000-d97aeeeaf32d&position=20&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Food Service Supervisor,Pukka Restaurant,11/10/2020,https://ca.linkedin.com/jobs/view/food-service-supervisor-at-pukka-restaurant-2322046828?refId=f639ea93-0096-4017-8000-d97aeeeaf32d&position=21&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Pizzaiolo,Pizzeria Libretto,11/17/2020,https://ca.linkedin.com/jobs/view/pizzaiolo-at-pizzeria-libretto-2313484888?refId=f639ea93-0096-4017-8000-d97aeeeaf32d&position=22&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Cook,Chef Table,11/2/2020,https://ca.linkedin.com/jobs/view/cook-at-chef-table-2271523812?refId=f639ea93-0096-4017-8000-d97aeeeaf32d&position=23&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
food service supervisor,Dosa Hut And Catering,11/10/2020,https://ca.linkedin.com/jobs/view/food-service-supervisor-at-dosa-hut-and-catering-2302067080?refId=f639ea93-0096-4017-8000-d97aeeeaf32d&position=24&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Gestionnaire principal, Placements secondaires",CPP Investments,11/19/2020,https://ca.linkedin.com/jobs/view/gestionnaire-principal-placements-secondaires-at-cpp-investments-2315329472?refId=f639ea93-0096-4017-8000-d97aeeeaf32d&position=25&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Baker,Tropical Treats Island Grill & Bakery Corporation,10/30/2020,https://ca.linkedin.com/jobs/view/baker-at-tropical-treats-island-grill-bakery-corporation-2261350476?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=1&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Server,Project X,11/10/2020,https://ca.linkedin.com/jobs/view/server-at-project-x-2296281349?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=2&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Corporate Chef - GFCA - Marketing,Griffith Foods,11/24/2020,https://ca.linkedin.com/jobs/view/corporate-chef-gfca-marketing-at-griffith-foods-2301995921?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=3&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Executive Chef & Head of Delivery Food Creation,Hover,11/21/2020,https://ca.linkedin.com/jobs/view/executive-chef-head-of-delivery-food-creation-at-hover-2318000194?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=4&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Chef,Indian Street Food & Co,11/6/2020,https://ca.linkedin.com/jobs/view/chef-at-indian-street-food-co-2287059462?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=5&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Chef,Wild Wings LLC,11/12/2020,https://ca.linkedin.com/jobs/view/chef-at-wild-wings-llc-2305443152?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=6&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Chef de train,CN,11/25/2020,https://ca.linkedin.com/jobs/view/chef-de-train-at-cn-2304639254?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=7&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Line Prep Person - Food Server,Chris Jerk Caribbean Bistro,11/14/2020,https://ca.linkedin.com/jobs/view/line-prep-person-food-server-at-chris-jerk-caribbean-bistro-2319276760?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=8&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
National Account Manager – Food Service ,Lactalis Canada,11/16/2020,https://ca.linkedin.com/jobs/view/national-account-manager-%E2%80%93-food-service-at-lactalis-canada-2311599942?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=9&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Chef de produits,Laurentian Bank of Canada,11/9/2020,https://ca.linkedin.com/jobs/view/chef-de-produits-at-laurentian-bank-of-canada-2295296630?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=10&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Coordinateur(trice) exécutif (ve),Groupe Média TFO,11/25/2020,https://ca.linkedin.com/jobs/view/coordinateur-trice-ex%C3%A9cutif-ve-at-groupe-m%C3%A9dia-tfo-2307215991?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=11&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
E-business Manager,Chef's Depot,11/23/2020,https://ca.linkedin.com/jobs/view/e-business-manager-at-chef-s-depot-2322107350?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=12&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Cook,Everest Hakka House Inc,11/23/2020,https://ca.linkedin.com/jobs/view/cook-at-everest-hakka-house-inc-2322103568?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=13&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Chef de produits,Laurentian Bank of Canada,11/9/2020,https://ca.linkedin.com/jobs/view/chef-de-produits-at-laurentian-bank-of-canada-2295300336?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=14&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Global (Clinical) Study Delivery Lead - Multiple Positions Available,GSK,11/23/2020,https://ca.linkedin.com/jobs/view/global-clinical-study-delivery-lead-multiple-positions-available-at-gsk-2297584114?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=15&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Leader comptes majeurs,Cascades,11/13/2020,https://ca.linkedin.com/jobs/view/leader-comptes-majeurs-at-cascades-2307783677?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=16&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Bilingual Client Relationship Consultant,CoStar Group,11/23/2020,https://ca.linkedin.com/jobs/view/bilingual-client-relationship-consultant-at-costar-group-2208405972?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=17&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Gestionnaire, Opérations de diffusion",Bell,11/13/2020,https://ca.linkedin.com/jobs/view/gestionnaire-op%C3%A9rations-de-diffusion-at-bell-2277178416?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=18&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
chef,Butter Chicken Roti,11/7/2020,https://ca.linkedin.com/jobs/view/chef-at-butter-chicken-roti-2322085328?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=19&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
AWS Specialist,Accenture,11/20/2020,https://ca.linkedin.com/jobs/view/aws-specialist-at-accenture-2316083647?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=20&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Analyste/spécialiste de la stratégie, groupe flexible Expérience au travail",Deloitte Canada,11/26/2020,https://ca.linkedin.com/jobs/view/analyste-sp%C3%A9cialiste-de-la-strat%C3%A9gie-groupe-flexible-exp%C3%A9rience-au-travail-at-deloitte-canada-2307229377?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=21&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Associate Hospitality Leader,RH,11/25/2020,https://ca.linkedin.com/jobs/view/associate-hospitality-leader-at-rh-2304914179?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=22&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"AWS Architect (Remote) - $100,000/year USD",Crossover for Work,11/25/2020,https://ca.linkedin.com/jobs/view/aws-architect-remote-%24100-000-year-usd-at-crossover-for-work-2321319020?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=23&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Officier d’artillerie,Canadian Armed Forces | Forces armées canadiennes,11/23/2020,https://ca.linkedin.com/jobs/view/officier-d%E2%80%99artillerie-at-canadian-armed-forces-forces-arm%C3%A9es-canadiennes-2233680609?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=24&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
DevOps Manager (Hands On),Motion Recruitment,11/25/2020,https://ca.linkedin.com/jobs/view/devops-manager-hands-on-at-motion-recruitment-2322054087?refId=8d891614-7c9f-4e16-8395-d35ec1f40175&position=25&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Chef de projet numérique, Stratégie digitale (Services anglais) ",CBC/Radio-Canada,11/23/2020,https://ca.linkedin.com/jobs/view/chef-de-projet-num%C3%A9rique-strat%C3%A9gie-digitale-services-anglais-at-cbc-radio-canada-2319891111?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=1&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Global Black Belt Technical Specialist - Cloud Native,Microsoft,11/24/2020,https://ca.linkedin.com/jobs/view/global-black-belt-technical-specialist-cloud-native-at-microsoft-2320329737?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=2&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Food Service Supervisor,POPEYES CHICKEN AND BISCUITS,11/23/2020,https://ca.linkedin.com/jobs/view/food-service-supervisor-at-popeyes-chicken-and-biscuits-2322100941?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Chercheuse/Chercheur scientifique, recherche appliquée - Séries chronologiques / Applied Research Scientist - Time Series Forecasting - Platform",Element AI,11/17/2020,https://ca.linkedin.com/jobs/view/chercheuse-chercheur-scientifique-recherche-appliqu%C3%A9e-s%C3%A9ries-chronologiques-applied-research-scientist-time-series-forecasting-platform-at-element-ai-2282856392?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Loss Prevention Assistant Manager / Chef, adjoint(e) prévention des pertes",Purolator Inc.,11/7/2020,https://ca.linkedin.com/jobs/view/loss-prevention-assistant-manager-chef-adjoint-e-pr%C3%A9vention-des-pertes-at-purolator-inc-2249837340?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=5&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
DevSecOps Delivery Excellence Senior Analyst (Contract Opportunity),EY,10/30/2020,https://ca.linkedin.com/jobs/view/devsecops-delivery-excellence-senior-analyst-contract-opportunity-at-ey-2261114964?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Hospital Account Specialist (Ontario) / Spécialiste des Comptes-hôpitaux (Ontario),Merck,11/17/2020,https://ca.linkedin.com/jobs/view/hospital-account-specialist-ontario-sp%C3%A9cialiste-des-comptes-h%C3%B4pitaux-ontario-at-merck-2286351944?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Copywriter (Bilingual),Futurpreneur Canada,11/23/2020,https://ca.linkedin.com/jobs/view/copywriter-bilingual-at-futurpreneur-canada-2232761677?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=8&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Représentant(e) des ventes bilingue, SNC - Ottawa/Gatineau et l'Ouest de Montréal",Teva Pharmaceuticals,11/6/2020,https://ca.linkedin.com/jobs/view/repr%C3%A9sentant-e-des-ventes-bilingue-snc-ottawa-gatineau-et-l-ouest-de-montr%C3%A9al-at-teva-pharmaceuticals-2253800410?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=9&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Deployment Technician,Lowe's Canada,11/13/2020,https://ca.linkedin.com/jobs/view/deployment-technician-at-lowe-s-canada-2274687052?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=10&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Delivery Lead, Digital Factory",Scotiabank,11/21/2020,https://ca.linkedin.com/jobs/view/delivery-lead-digital-factory-at-scotiabank-2317145342?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=11&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Senior Technical Program Manager - Data Platform,Fastly,11/25/2020,https://ca.linkedin.com/jobs/view/senior-technical-program-manager-data-platform-at-fastly-2304918259?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=12&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Senior Solutions Architect - Remote,Red Hat,10/29/2020,https://ca.linkedin.com/jobs/view/senior-solutions-architect-remote-at-red-hat-2222478360?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=13&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Site Reliability Engineer,Clover Inc.,11/23/2020,https://ca.linkedin.com/jobs/view/site-reliability-engineer-at-clover-inc-2219333529?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=14&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Chef, Maintenance - quart",Canada Post / Postes Canada,11/9/2020,https://ca.linkedin.com/jobs/view/chef-maintenance-quart-at-canada-post-postes-canada-2295655170?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=15&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Senior Systems Architect,Hudson's Bay Company,11/12/2020,https://ca.linkedin.com/jobs/view/senior-systems-architect-at-hudson-s-bay-company-2306371514?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=16&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Sr Systems Admin,Centro,11/26/2020,https://ca.linkedin.com/jobs/view/sr-systems-admin-at-centro-2322566674?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=17&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Automation Integration Engineer,CIBC,11/25/2020,https://ca.linkedin.com/jobs/view/automation-integration-engineer-at-cibc-2303383968?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=18&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
IT Operations Analyst IV,TD,11/21/2020,https://ca.linkedin.com/jobs/view/it-operations-analyst-iv-at-td-2295901647?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=19&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Senior SAP Consultant,Amazon Web Services (AWS),11/21/2020,https://ca.linkedin.com/jobs/view/senior-sap-consultant-at-amazon-web-services-aws-2198895207?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=20&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Director, Development, Comedy (English Services)",CBC/Radio-Canada,11/23/2020,https://ca.linkedin.com/jobs/view/director-development-comedy-english-services-at-cbc-radio-canada-2300325499?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=21&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
"Lead, Cloud Architect (Infrastructure)",CPP Investments,11/24/2020,https://ca.linkedin.com/jobs/view/lead-cloud-architect-infrastructure-at-cpp-investments-1991625740?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=22&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Représentant des ventes,Cascades,11/13/2020,https://ca.linkedin.com/jobs/view/repr%C3%A9sentant-des-ventes-at-cascades-2307784555?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=23&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
DevOps Architect (fulltime),Tundra Technical Solutions,11/25/2020,https://ca.linkedin.com/jobs/view/devops-architect-fulltime-at-tundra-technical-solutions-2322454209?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=24&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Analyste des opérations de sécurité réseau,CN,11/8/2020,https://ca.linkedin.com/jobs/view/analyste-des-op%C3%A9rations-de-s%C3%A9curit%C3%A9-r%C3%A9seau-at-cn-2257944600?refId=b261620f-0bb6-4465-9fd3-7d8142d64e63&position=25&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Security Systems Consultant - Palo Alto (Bilingual - English/French),CDW,11/11/2020,https://ca.linkedin.com/jobs/view/security-systems-consultant-palo-alto-bilingual-english-french-at-cdw-2268813805?refId=6729502f-56e6-4f56-9bae-a9f4f0570bc1&position=1&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
Senior DevOps Specialist - Richmond Hill,Wysdom.AI,11/21/2020,https://ca.linkedin.com/jobs/view/senior-devops-specialist-richmond-hill-at-wysdom-ai-2317347438?refId=6729502f-56e6-4f56-9bae-a9f4f0570bc1&position=2&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Food,chef,Full Time
